matricula,Nome,local de trabalho,Data de Ingresso,Curso,Área de Conhecimento,Data de Conclusão,Instituição
241730,Gabriela Rezende,9984,2021-11-03,Morfologia,Ciências Biológicas,2016-12-22,UFU - Universidade Federal de Uberlândia
241731,Joaquim da Conceição,9984,2020-04-22,Recursos Florestais e Engenharia Florestal,Ciências Agrárias,2010-05-10,UNAMA - Universidade da Amazônia
241732,Carlos Eduardo Peixoto,9984,2024-01-12,Direito,Ciências Sociais Aplicadas,2009-08-24,UVA - Universidade Veiga de Almeida
241733,Pedro Lucas Costela,9984,2023-12-30,Biologia Geral,Ciências Biológicas,2010-07-28,FCF - Faculdade Católica de Fortaleza
241734,Renan Gonçalves,9984,2020-09-28,Administração,Ciências Sociais Aplicadas,2010-05-08,FASM - Faculdade Santa Marcelina
241735,Pedro da Mota,9984,2023-06-04,Química,Ciências Exatas e da Terra,2020-07-13,FACIP - Faculdade Ipiranga
241736,Marcela Melo,9984,2018-12-29,Desenho Industrial,Ciências Sociais Aplicadas,2017-01-12,UNIVERSO - Universidade Salgado de Oliveira
241737,Amanda Correia,9984,2019-03-09,Engenharia Agrícola,Ciências Agrárias,2015-04-30,PUC-SP - Pontifícia Universidade Católica de São Paulo
241738,Danilo Castro,9984,2022-03-11,Engenharia Agrícola,Ciências Agrárias,2018-08-10,UFMG - Universidade Federal de Minas Gerais
241739,Agatha Alves,9984,2015-11-24,Matemática,Ciências Exatas e da Terra,2012-08-09,URCA - Universidade Regional do Cariri
241740,Sophie Jesus,9984,2018-04-21,Educação,Ciências Humanas,2009-11-19,UBM - Centro Universitário de Barra Mansa
241741,Breno Melo,9984,2020-05-07,Engenharia Aeroespacial,Engenharias,2014-10-13,FeMASS - Faculdade Professor Miguel Ângelo da Silva Santos - Macaé
241742,Mirella Lopes,9984,2023-09-25,Engenharia Nuclear,Engenharias,2013-11-03,Uniuv - Centro Universitário de União da Vitória
241743,Natália Fernandes,9984,2019-03-16,Fisiologia,Ciências Biológicas,2011-07-24,ULBRA - Universidade Luterana do Brasil
241744,Heitor Pinto,9984,2017-05-25,Microbiologia,Ciências Biológicas,2015-04-19,IFNMG - Instituto Federal do Norte de Minas Gerais
241745,Luiza Cardoso,9984,2019-04-17,Engenharia Elétrica,Engenharias,2016-07-19,UNIJUÍ - Universidade Regional do Noroeste do Estado do Rio Grande do Sul
241746,Stella da Costa,9984,2020-05-03,Engenharia de Materiais e Metalúrgica,Engenharias,2015-05-16,FMC - Faculdades Milton Campos
241747,Alícia Pereira,9984,2016-09-08,Teologia,Ciências Humanas,2016-06-09,IFMG - Instituto Federal de Minas Gerais
241748,Sr. Davi Oliveira,9984,2015-07-04,Ciência da Computação,Ciências Exatas e da Terra,2013-06-21,CEULP/ULBRA - Centro Universitário Luterano de Palmas
241749,Fernanda Ribeiro,9984,2017-11-30,Física,Ciências Exatas e da Terra,2014-04-05,FURG - Universidade Federal do Rio Grande
241750,Marcela Almeida,9984,2015-11-30,Engenharia Mecânica,Engenharias,2015-10-04,FTSA - Faculdade Teológica Sul Americana
241751,Lucca da Mota,9984,2014-12-03,Engenharia Química,Engenharias,2014-02-24,UNP - Universidade Potiguar
241752,Dra. Bárbara Sales,9984,2024-07-05,Recursos Pesqueiros e Engenharia de Pesca,Ciências Agrárias,2020-09-09,UNIRB - Faculdade Serigy
241753,Luigi Nogueira,9984,2023-08-12,Física,Ciências Exatas e da Terra,2017-04-26,FeMASS - Faculdade Professor Miguel Ângelo da Silva Santos - Macaé
241754,Carlos Eduardo Souza,9984,2016-10-13,Astronomia,Ciências Exatas e da Terra,2010-01-18,UNIPAC - Universidade Presidente Antônio Carlos
241755,Mariana Jesus,9984,2020-11-20,Teologia,Ciências Humanas,2010-05-26,UFDPar - Universidade Federal do Delta do Parnaíba
241756,Mariana Pereira,9984,2023-03-06,Letras,"Lingüística, Letras e Artes",2020-01-18,UMC - Universidade de Mogi das Cruzes
241757,Olivia Rezende,9984,2018-03-23,Sociologia,Ciências Humanas,2014-09-11,UNISINOS - Universidade do Vale do Rio dos Sinos
241758,Alexandre Castro,9984,2023-06-28,Farmácia,Ciências da Saúde,2010-03-10,FURG - Universidade Federal do Rio Grande
241759,Ana Julia da Mata,9984,2023-02-07,Museologia,Ciências Sociais Aplicadas,2018-02-18,UFSM - Universidade Federal de Santa Maria
241760,Bárbara Viana,9984,2019-05-30,Letras,"Lingüística, Letras e Artes",2017-02-04,ULBRA - Universidade Luterana do Brasil
241761,Leonardo Duarte,9984,2022-08-29,Oceanografia,Ciências Exatas e da Terra,2015-02-14,Fametro - Faculdade Metropolitana de Manaus
241762,Melissa Silveira,9984,2015-07-25,História,Ciências Humanas,2013-07-12,DOCTUM - Rede de Ensino Doctum
241763,Gabriela Peixoto,9984,2023-09-15,Astronomia,Ciências Exatas e da Terra,2017-10-18,CIABA - Centro de Instrução Almirante Braz de Aguiar
241764,Calebe Gonçalves,9984,2017-09-14,Zootecnia,Ciências Agrárias,2017-02-23,UNIVERSO - Universidade Salgado de Oliveira
241765,Gustavo Henrique Pereira,9984,2017-12-25,Bioquímica,Ciências Biológicas,2015-06-15,FACSUM - Faculdade do Sudeste Mineiro
241766,Lavínia Nogueira,9984,2017-06-12,GeoCiências,Ciências Exatas e da Terra,2016-12-29,UFOP - Universidade Federal de Ouro Preto
241767,Thiago Cardoso,9984,2017-07-08,Engenharia Elétrica,Engenharias,2014-05-26,FAC - Faculdade Arquidiocesana de Curvelo
241768,Isaac Rocha,9984,2015-11-24,Antropologia,Ciências Humanas,2010-04-22,FACHA - Faculdades Integradas Hélio Alonso
241769,Mirella Araújo,9984,2022-03-01,Engenharia de Minas,Engenharias,2014-06-09,UNIPLAC - Universidade do Planalto Catarinense
241770,Ana Julia Pinto,9984,2014-10-26,Ecologia,Ciências Biológicas,2013-11-05,UNISANTA - Universidade Santa Cecília
241771,Maria Julia Freitas,9984,2014-12-02,Sociologia,Ciências Humanas,2010-08-26,UESPI - Universidade Estadual do Piauí
241772,Mirella Vieira,9984,2014-11-25,Ciência Política,Ciências Humanas,2013-05-25,FAMAZ - Faculdade Metropolitana da Amazônia
241773,Raul Carvalho,9984,2015-01-15,Educação,Ciências Humanas,2011-04-21,UnAC - Universidade Aberta Capixaba
241774,Maria Vitória da Mota,9984,2020-11-22,Desenho Industrial,Ciências Sociais Aplicadas,2012-12-11,IFMS - Instituto Federal de Mato Grosso do Sul
241775,Gabrielly Costela,9984,2018-12-11,Engenharia Aeroespacial,Engenharias,2010-04-15,FACIP - Faculdade Ipiranga
241776,Maria Alice Ferreira,9984,2020-07-07,Saúde Coletiva,Ciências da Saúde,2016-07-23,FACCAMP - Faculdade de Campo Limpo Paulista
241777,Sr. Pedro Miguel Cardoso,9984,2019-02-28,Engenharia Mecânica,Engenharias,2017-10-13,UNESA - Universidade Estácio de Sá
241778,Sra. Maria Fernanda Cunha,9984,2021-04-24,Probabilidade e Estatística,Ciências Exatas e da Terra,2010-04-29,FACHA - Faculdades Integradas Hélio Alonso
241779,Sr. Anthony Dias,9984,2017-07-27,GeoCiências,Ciências Exatas e da Terra,2012-04-29,FACDO - Faculdade Católica Dom Orione
241780,Maria Vitória Vieira,9984,2016-11-19,Morfologia,Ciências Biológicas,2013-12-29,UNOESTE - Universidade do Oeste Paulista
241781,Clarice Moura,9984,2022-05-17,Arqueologia,Ciências Humanas,2021-05-08,UNIFIEO - Centro Universitário FIEO
241782,Joana Fernandes,9984,2024-03-12,Psicologia,Ciências Humanas,2022-08-03,UNIPAC - Universidade Presidente Antônio Carlos
241783,Vitor Hugo Barros,9984,2016-09-29,Recursos Pesqueiros e Engenharia de Pesca,Ciências Agrárias,2013-03-18,UNIP - Universidade Paulista
241784,Carolina das Neves,9984,2016-11-02,Planejamento Urbano e Regional,Ciências Sociais Aplicadas,2010-03-13,IFS - Instituto Federal de Sergipe
241785,Maria Julia Teixeira,9984,2015-09-02,Fisioterapia e Terapia Ocupacional,Ciências da Saúde,2014-11-06,UFG - Universidade Federal de Goiás
241786,Thiago Ferreira,9984,2023-12-13,Ciência da Computação,Ciências Exatas e da Terra,2010-08-20,UNIJUÍ - Universidade Regional do Noroeste do Estado do Rio Grande do Sul
241787,Alícia Duarte,9984,2023-09-22,Zoologia,Ciências Biológicas,2012-04-27,UFOP - Universidade Federal de Ouro Preto
241788,Sr. Pedro Lucas Monteiro,9984,2018-03-27,Sociologia,Ciências Humanas,2014-07-18,ICESPI - Instituto Católico de Estudos de Ensino Superior do Piauí
241789,Sra. Sophia Costela,9984,2018-10-13,Engenharia Elétrica,Engenharias,2016-07-08,UFES - Universidade Federal do Espírito Santo
241790,Mariane Dias,9984,2023-06-19,GeoCiências,Ciências Exatas e da Terra,2009-08-19,FAPRO - Faculdade Projeção
241791,João Guilherme Martins,9984,2016-10-08,Farmacologia,Ciências Biológicas,2012-03-01,IFF - Instituto Federal Fluminense
241792,Cauê Silva,9984,2016-01-22,Economia,Ciências Sociais Aplicadas,2010-03-03,CESCAGE - Centro de Ensino Superior dos Campos Gerais
241793,Sr. Davi Fogaça,9984,2016-01-19,Odontologia,Ciências da Saúde,2010-12-01,UNC - Universidade do Contestado
241794,Sophia Pires,9984,2021-07-06,Engenharia Elétrica,Engenharias,2013-03-14,FAZP - Faculdade Zumbi dos Palmares
241795,Mariana Alves,9984,2016-09-13,Fisiologia,Ciências Biológicas,2015-04-15,Fatern Gama Filho - Faculdade de Excelência do Rio Grande do Norte
241796,Danilo Moura,9984,2018-10-10,Biofísica,Ciências Biológicas,2013-07-01,IBMR - Centro Universitário IBMR
241797,Danilo Cavalcanti,9984,2022-06-12,Engenharia Naval e Oceânica,Engenharias,2011-01-14,UNIFESO - Centro Universitário Serra dos Órgãos
241798,Sr. Matheus Correia,9984,2023-03-04,Bioquímica,Ciências Biológicas,2016-06-12,IFRR - Instituto Federal de Roraima
241799,Ana Sophia da Paz,9984,2021-04-04,Botânica,Ciências Biológicas,2010-09-16,UNIASSELVI - Centro Universitário Leonardo da Vinci
241800,Bianca Ribeiro,9984,2020-04-10,Engenharia Agrícola,Ciências Agrárias,2009-08-11,USP - Universidade de São Paulo
241801,Alice Ramos,9984,2022-06-21,Demografia,Ciências Sociais Aplicadas,2012-09-16,UEMG - Universidade do Estado de Minas Gerais
241802,Enzo Gabriel da Rocha,9984,2015-12-06,Psicologia,Ciências Humanas,2014-09-14,UNIFESO - Centro Universitário Serra dos Órgãos
241803,Carolina Caldeira,9984,2016-12-16,Ecologia,Ciências Biológicas,2016-09-21,URCAMP - Universidade da Região da Campanha
241804,Alícia Gomes,9984,2020-01-25,Planejamento Urbano e Regional,Ciências Sociais Aplicadas,2014-09-09,UNISUL - Universidade do Sul de Santa Catarina
241805,Miguel Dias,9984,2024-05-30,Economia Doméstica,Ciências Sociais Aplicadas,2011-04-08,UFSM - Universidade Federal de Santa Maria
241806,Danilo Silva,9984,2021-05-13,Bioquímica,Ciências Biológicas,2014-07-14,USU - Universidade Santa Úrsula
241807,Clarice Costa,9984,2021-07-22,Engenharia Química,Engenharias,2017-09-29,UNIFSL - Centro Universitário São Lucas de Ji-paraná
241808,Vitor Hugo Vieira,9984,2018-11-02,Botânica,Ciências Biológicas,2017-09-25,ESTÁCIO - Faculdade Estácio de Sergipe
241809,Sr. Luiz Gustavo Lopes,9984,2021-02-10,Engenharia de Materiais e Metalúrgica,Engenharias,2014-04-02,UNICSUL - Universidade Cruzeiro do Sul
241810,Pietra Martins,9984,2021-04-14,Microbiologia,Ciências Biológicas,2011-11-19,PUCPR - Pontifícia Universidade Católica do Paraná
241811,Dra. Camila Farias,9984,2016-07-17,Genética,Ciências Biológicas,2016-01-14,UCS - Universidade de Caxias do Sul
241812,Juan Alves,9984,2016-06-29,Engenharia de Materiais e Metalúrgica,Engenharias,2013-09-15,UNIGRAN - Centro Universitário da Grande Dourados
241813,Davi Lucas Teixeira,9984,2015-08-20,Biofísica,Ciências Biológicas,2011-10-03,UEL - Universidade Estadual de Londrina
241814,Maria Cecília Cardoso,9984,2024-01-12,Psicologia,Ciências Humanas,2012-05-24,FAJAR - Faculdade Jaguariaíva
241815,Diogo Fernandes,9984,2016-10-05,Biofísica,Ciências Biológicas,2014-03-27,UFMG - Universidade Federal de Minas Gerais
241816,Sra. Isabel das Neves,9984,2017-06-15,Economia Doméstica,Ciências Sociais Aplicadas,2010-06-20,UFFS - Universidade Federal da Fronteira Sul
241817,Heloísa Oliveira,9984,2019-05-30,Geografia,Ciências Humanas,2011-04-15,UFLA - Universidade Federal de Lavras
241818,Yago Fogaça,9984,2019-05-19,Fonoaudiologia,Ciências da Saúde,2010-02-23,URCAMP - Universidade da Região da Campanha
241819,Catarina Peixoto,9984,2018-05-03,Engenharia Aeroespacial,Engenharias,2012-11-13,UFMG - Universidade Federal de Minas Gerais
241820,Raquel Farias,9984,2017-08-16,Engenharia Sanitária,Engenharias,2015-09-16,CAMPO REAL - Faculdade Campo Real
241821,Nicolas Cardoso,9984,2020-12-22,Engenharia de Materiais e Metalúrgica,Engenharias,2015-08-02,USJT - Universidade São Judas Tadeu
241822,Sra. Esther Porto,9984,2016-11-20,Engenharia Mecânica,Engenharias,2015-10-24,UniRV (FESURV) - Universidade de Rio Verde
241823,Heloísa Azevedo,9984,2023-05-09,Educação,Ciências Humanas,2022-12-20,UNISO - Universidade de Sorocaba
241824,Dra. Ana Carolina Pereira,9984,2019-05-06,Museologia,Ciências Sociais Aplicadas,2015-03-17,UNIFACISA - Centro Universitário Facisa
241825,Bruno Moraes,9984,2020-01-06,Medicina,Ciências da Saúde,2016-06-25,UNIPAC - Universidade Presidente Antônio Carlos
241826,Sra. Ana Sophia Rezende,9984,2019-06-24,Saúde Coletiva,Ciências da Saúde,2016-04-06,UFFS - Universidade Federal da Fronteira Sul
241827,Fernanda Ramos,9984,2018-01-10,Planejamento Urbano e Regional,Ciências Sociais Aplicadas,2011-07-29,UNIPAMPA - Universidade Federal do Pampa
241828,Daniela Viana,9984,2023-01-23,Matemática,Ciências Exatas e da Terra,2014-01-02,UFSC - Universidade Federal de Santa Catarina
241829,Maria Eduarda Moraes,9984,2020-04-21,Serviço Social,Ciências Sociais Aplicadas,2018-02-01,UFSJ - Universidade Federal de São João del-Rei
241830,Luiza Cardoso,9984,2017-08-18,Psicologia,Ciências Humanas,2012-03-31,FACCAT - Faculdades de Taquara
241831,Thomas Nunes,9984,2021-06-18,Lingüística,"Lingüística, Letras e Artes",2017-07-16,FASER - Faculdade Sergipana
241832,Kamilly Aragão,9984,2020-12-13,Economia Doméstica,Ciências Sociais Aplicadas,2014-02-14,IMESA - Instituto Municipal de Ensino Superior de Assis
241833,Dra. Bianca Gonçalves,9984,2017-08-09,Farmacologia,Ciências Biológicas,2011-02-18,SENAC - Centro Universitário Senac
241834,Mariane Castro,9984,2022-09-17,Recursos Pesqueiros e Engenharia de Pesca,Ciências Agrárias,2012-04-17,UEZO - Universidade Estadual da Zona Oeste
241835,Davi Luiz Souza,9880,2016-10-13,Ecologia,Ciências Biológicas,2014-09-01,UNICRUZ - Universidade de Cruz Alta
241836,Pietro Souza,9880,2024-02-02,Medicina,Ciências da Saúde,2016-12-23,UFSCar - Universidade Federal de São Carlos
241837,Bárbara Oliveira,9880,2023-12-02,Turismo,Ciências Sociais Aplicadas,2018-09-23,FACIP - Faculdade Ipiranga
241838,Alícia da Luz,9880,2017-05-04,Museologia,Ciências Sociais Aplicadas,2017-04-20,UNISA - Universidade de Santo Amaro
241839,João Gabriel Moreira,9880,2023-01-12,Geografia,Ciências Humanas,2017-08-26,USU - Universidade Santa Úrsula
241840,Sr. Yuri Barbosa,9880,2022-06-19,Fisioterapia e Terapia Ocupacional,Ciências da Saúde,2010-11-19,SENAC - Faculdade Senac - Distrito Federal
241841,Olivia Porto,9974,2022-02-09,Educação Física,Ciências da Saúde,2015-03-09,FCR - Faculdade Católica de Rondônia
241842,Fernanda Campos,9882,2015-08-10,Odontologia,Ciências da Saúde,2012-01-28,UnB - Universidade de Brasília
241843,Valentina das Neves,9882,2021-09-13,Comunicação,Ciências Sociais Aplicadas,2017-04-25,UNOESTE - Universidade do Oeste Paulista
241844,Alana da Rosa,9882,2022-08-29,Educação,Ciências Humanas,2016-03-19,UNISANTOS - Universidade Católica de Santos
241845,Luana Fogaça,9882,2017-07-27,Agronomia,Ciências Agrárias,2014-12-17,Uni-FACEF - Centro Universitário de Franca
241846,Juan Melo,9882,2018-09-21,Engenharia Agrícola,Ciências Agrárias,2015-06-18,FACBEL - Faculdade Católica de Belém
241847,Samuel Santos,9882,2018-05-23,História,Ciências Humanas,2011-04-10,FAJAR - Faculdade Jaguariaíva
241848,Leonardo Ribeiro,9882,2023-01-29,Engenharia Elétrica,Engenharias,2020-03-21,ICESP - Universidade Brasil
241849,Davi Luiz da Cunha,9882,2021-09-27,Arquitetura e Urbanismo,Ciências Sociais Aplicadas,2019-12-31,FADISC - Faculdades Integradas de São Carlos
241850,Ana Laura Novaes,9882,2019-03-13,GeoCiências,Ciências Exatas e da Terra,2017-08-02,UnB - Universidade de Brasília
241851,Marcela Rezende,9882,2023-12-27,Serviço Social,Ciências Sociais Aplicadas,2021-02-03,FG - Faculdade Guarapuava
241852,Breno Cunha,9882,2015-12-13,Engenharia Mecânica,Engenharias,2015-09-18,UNICAMPO - Faculdade União de Campo Mourão
241853,Murilo Caldeira,9882,2021-06-20,Engenharia Civil,Engenharias,2010-01-02,FASER - Faculdade Sergipana
241854,Ana Luiza Oliveira,9882,2017-11-09,Sociologia,Ciências Humanas,2013-07-05,UNIRIO - Universidade Federal do Estado do Rio de Janeiro
241855,Luiz Gustavo Cunha,9882,2019-06-01,Turismo,Ciências Sociais Aplicadas,2015-02-07,DOCTUM - Rede de Ensino Doctum
241856,Enzo Gabriel Caldeira,9882,2024-01-24,Recursos Florestais e Engenharia Florestal,Ciências Agrárias,2017-07-11,UEPA - Universidade do Estado do Pará
241857,Srta. Heloísa Duarte,9882,2016-09-27,Ciência Política,Ciências Humanas,2016-02-02,UNISC - Universidade de Santa Cruz do Sul
241858,João Gabriel Castro,9882,2016-11-12,Demografia,Ciências Sociais Aplicadas,2011-03-10,FIRB - Faculdades Integradas Rio Branco
241859,Luiz Fernando Azevedo,9882,2023-02-04,Engenharia Civil,Engenharias,2015-11-01,UNINILTONLINS - Universidade Nilton Lins
241860,Luiza Ferreira,9882,2023-10-25,Direito,Ciências Sociais Aplicadas,2013-06-08,FCF - Faculdade Católica de Fortaleza
241861,Ian Alves,9882,2014-10-25,Fonoaudiologia,Ciências da Saúde,2013-10-23,CIABA - Centro de Instrução Almirante Braz de Aguiar
241862,Ana Júlia Moreira,9882,2022-12-05,Farmácia,Ciências da Saúde,2020-03-30,PUCMG - Pontifícia Universidade Católica de Minas Gerais
241863,Emanuel Nascimento,9882,2022-10-25,Física,Ciências Exatas e da Terra,2015-11-09,FACBEL - Faculdade Católica de Belém
241864,Kamilly Costa,9882,2016-05-27,Lingüística,"Lingüística, Letras e Artes",2011-12-06,UECE - Universidade Estadual do Ceará
241865,Ana Clara da Paz,9882,2021-06-25,Ciência da Computação,Ciências Exatas e da Terra,2018-03-25,UNIFAMETRO - Centro Universitário Fametro
241866,Maria Julia Barros,9882,2016-11-08,Arquitetura e Urbanismo,Ciências Sociais Aplicadas,2010-03-29,IPTAN - Instituto de Ensino Superior Presidente Tancredo Neves
241867,Vitor Gabriel Jesus,9882,2020-09-29,Parasitologia,Ciências Biológicas,2013-05-03,USU - Universidade Santa Úrsula
241868,Laís Lima,9882,2023-09-19,Fonoaudiologia,Ciências da Saúde,2017-01-24,UNILAGO - União das Faculdades dos Grandes Lagos
241869,Carolina Rezende,9882,2019-12-18,Direito,Ciências Sociais Aplicadas,2017-04-19,SENAC - Faculdade Senac - Distrito Federal
241870,Pietra Ferreira,9882,2016-09-20,Engenharia Civil,Engenharias,2013-10-26,FA7 - Faculdade 7 de Setembro
241871,Ana Carolina Pereira,9882,2022-02-14,Psicologia,Ciências Humanas,2012-10-02,UNICAMPO - Faculdade União de Campo Mourão
241872,Ana Lívia Barbosa,9882,2017-03-16,Engenharia Agrícola,Ciências Agrárias,2011-03-19,ULBRA - Universidade Luterana do Brasil
241873,Alexia da Mota,9882,2014-10-27,Filosofia,Ciências Humanas,2012-02-03,UFR - Universidade Federal de Rondonópolis
241874,Emanuelly Dias,9882,2022-12-13,Medicina Veterinária,Ciências Agrárias,2009-12-17,Uninorte - Centro Universitário do Norte
241875,Joana Melo,9882,2020-12-12,Engenharia Sanitária,Engenharias,2020-06-25,UNIVERSO - Universidade Salgado de Oliveira
